-3.75,0.00008842,0.99991158
-3.74,0.00009201,0.99990799
-3.73,0.00009574,0.99990426
-3.72,0.00009961,0.99990039
-3.71,0.00010363,0.99989637
-3.7,0.00010780,0.99989220
-3.69,0.00011213,0.99988787
-3.68,0.00011662,0.99988338
-3.67,0.00012128,0.99987872
-3.66,0.00012611,0.99987389
-3.65,0.00013112,0.99986888
-3.64,0.00013632,0.99986368
-3.63,0.00014171,0.99985829
-3.62,0.00014730,0.99985270
-3.61,0.00015310,0.99984690
-3.6,0.00015911,0.99984089
-3.59,0.00016534,0.99983466
-3.58,0.00017180,0.99982820
-3.57,0.00017849,0.99982151
-3.56,0.00018543,0.99981457
-3.55,0.00019262,0.99980738
-3.54,0.00020006,0.99979994
-3.53,0.00020778,0.99979222
-3.52,0.00021577,0.99978423
-3.51,0.00022405,0.99977595
-3.5,0.00023263,0.99976737
-3.49,0.00024151,0.99975849
-3.48,0.00025071,0.99974929
-3.47,0.00026023,0.99973977
-3.46,0.00027009,0.99972991
-3.45,0.00028029,0.99971971
-3.44,0.00029086,0.99970914
-3.43,0.00030179,0.99969821
-3.42,0.00031311,0.99968689
-3.41,0.00032481,0.99967519
-3.4,0.00033693,0.99966307
-3.39,0.00034946,0.99965054
-3.38,0.00036243,0.99963757
-3.37,0.00037584,0.99962416
-3.36,0.00038971,0.99961029
-3.35,0.00040406,0.99959594
-3.34,0.00041889,0.99958111
-3.33,0.00043423,0.99956577
-3.32,0.00045009,0.99954991
-3.31,0.00046648,0.99953352
-3.3,0.00048342,0.99951658
-3.29,0.00050094,0.99949906
-3.28,0.00051904,0.99948096
-3.27,0.00053774,0.99946226
-3.26,0.00055706,0.99944294
-3.25,0.00057703,0.99942297
-3.24,0.00059765,0.99940235
-3.23,0.00061895,0.99938105
-3.22,0.00064095,0.99935905
-3.21,0.00066367,0.99933633
-3.2,0.00068714,0.99931286
-3.19,0.00071136,0.99928864
-3.18,0.00073638,0.99926362
-3.17,0.00076219,0.99923781
-3.16,0.00078885,0.99921115
-3.15,0.00081635,0.99918365
-3.14,0.00084474,0.99915526
-3.13,0.00087403,0.99912597
-3.12,0.00090426,0.99909574
-3.11,0.00093544,0.99906456
-3.1,0.00096760,0.99903240
-3.09,0.00100078,0.99899922
-3.08,0.00103500,0.99896500
-3.07,0.00107029,0.99892971
-3.06,0.00110668,0.99889332
-3.05,0.00114421,0.99885579
-3.04,0.00118289,0.99881711
-3.03,0.00122277,0.99877723
-3.02,0.00126387,0.99873613
-3.01,0.00130624,0.99869376
-3,0.00134990,0.99865010
-2.99,0.00139489,0.99860511
-2.98,0.00144124,0.99855876
-2.97,0.00148900,0.99851100
-2.96,0.00153820,0.99846180
-2.95,0.00158887,0.99841113
-2.94,0.00164106,0.99835894
-2.93,0.00169481,0.99830519
-2.92,0.00175016,0.99824984
-2.91,0.00180714,0.99819286
-2.9,0.00186581,0.99813419
-2.89,0.00192621,0.99807379
-2.88,0.00198838,0.99801162
-2.87,0.00205236,0.99794764
-2.86,0.00211821,0.99788179
-2.85,0.00218596,0.99781404
-2.84,0.00225568,0.99774432
-2.83,0.00232740,0.99767260
-2.82,0.00240118,0.99759882
-2.81,0.00247707,0.99752293
-2.8,0.00255513,0.99744487
-2.79,0.00263540,0.99736460
-2.78,0.00271794,0.99728206
-2.77,0.00280281,0.99719719
-2.76,0.00289007,0.99710993
-2.75,0.00297976,0.99702024
-2.74,0.00307196,0.99692804
-2.73,0.00316672,0.99683328
-2.72,0.00326410,0.99673590
-2.71,0.00336416,0.99663584
-2.7,0.00346697,0.99653303
-2.69,0.00357260,0.99642740
-2.68,0.00368111,0.99631889
-2.67,0.00379256,0.99620744
-2.66,0.00390703,0.99609297
-2.65,0.00402459,0.99597541
-2.64,0.00414530,0.99585470
-2.63,0.00426924,0.99573076
-2.62,0.00439649,0.99560351
-2.61,0.00452711,0.99547289
-2.6,0.00466119,0.99533881
-2.59,0.00479880,0.99520120
-2.58,0.00494002,0.99505998
-2.57,0.00508493,0.99491507
-2.56,0.00523361,0.99476639
-2.55,0.00538615,0.99461385
-2.54,0.00554262,0.99445738
-2.53,0.00570313,0.99429687
-2.52,0.00586774,0.99413226
-2.51,0.00603656,0.99396344
-2.5,0.00620967,0.99379033
-2.49,0.00638715,0.99361285
-2.48,0.00656912,0.99343088
-2.47,0.00675565,0.99324435
-2.46,0.00694685,0.99305315
-2.45,0.00714281,0.99285719
-2.44,0.00734363,0.99265637
-2.43,0.00754941,0.99245059
-2.42,0.00776025,0.99223975
-2.41,0.00797626,0.99202374
-2.4,0.00819754,0.99180246
-2.39,0.00842419,0.99157581
-2.38,0.00865632,0.99134368
-2.37,0.00889404,0.99110596
-2.36,0.00913747,0.99086253
-2.35,0.00938671,0.99061329
-2.34,0.00964187,0.99035813
-2.33,0.00990308,0.99009692
-2.32,0.01017044,0.98982956
-2.31,0.01044408,0.98955592
-2.3,0.01072411,0.98927589
-2.29,0.01101066,0.98898934
-2.28,0.01130384,0.98869616
-2.27,0.01160379,0.98839621
-2.26,0.01191063,0.98808937
-2.25,0.01222447,0.98777553
-2.24,0.01254546,0.98745454
-2.23,0.01287372,0.98712628
-2.22,0.01320938,0.98679062
-2.21,0.01355258,0.98644742
-2.2,0.01390345,0.98609655
-2.19,0.01426212,0.98573788
-2.18,0.01462873,0.98537127
-2.17,0.01500342,0.98499658
-2.16,0.01538633,0.98461367
-2.15,0.01577761,0.98422239
-2.14,0.01617738,0.98382262
-2.13,0.01658581,0.98341419
-2.12,0.01700302,0.98299698
-2.11,0.01742918,0.98257082
-2.1,0.01786442,0.98213558
-2.09,0.01830890,0.98169110
-2.08,0.01876277,0.98123723
-2.07,0.01922617,0.98077383
-2.06,0.01969927,0.98030073
-2.05,0.02018222,0.97981778
-2.04,0.02067516,0.97932484
-2.03,0.02117827,0.97882173
-2.02,0.02169169,0.97830831
-2.01,0.02221559,0.97778441
-2,0.02275013,0.97724987
-1.99,0.02329547,0.97670453
-1.98,0.02385176,0.97614824
-1.97,0.02441919,0.97558081
-1.96,0.02499790,0.97500210
-1.95,0.02558806,0.97441194
-1.94,0.02618984,0.97381016
-1.93,0.02680342,0.97319658
-1.92,0.02742895,0.97257105
-1.91,0.02806661,0.97193339
-1.9,0.02871656,0.97128344
-1.89,0.02937898,0.97062102
-1.88,0.03005404,0.96994596
-1.87,0.03074191,0.96925809
-1.86,0.03144276,0.96855724
-1.85,0.03215677,0.96784323
-1.84,0.03288412,0.96711588
-1.83,0.03362497,0.96637503
-1.82,0.03437950,0.96562050
-1.81,0.03514789,0.96485211
-1.8,0.03593032,0.96406968
-1.79,0.03672696,0.96327304
-1.78,0.03753798,0.96246202
-1.77,0.03836357,0.96163643
-1.76,0.03920390,0.96079610
-1.75,0.04005916,0.95994084
-1.74,0.04092951,0.95907049
-1.73,0.04181514,0.95818486
-1.72,0.04271622,0.95728378
-1.71,0.04363294,0.95636706
-1.7,0.04456546,0.95543454
-1.69,0.04551398,0.95448602
-1.68,0.04647866,0.95352134
-1.67,0.04745968,0.95254032
-1.66,0.04845723,0.95154277
-1.65,0.04947147,0.95052853
-1.64,0.05050258,0.94949742
-1.63,0.05155075,0.94844925
-1.62,0.05261614,0.94738386
-1.61,0.05369893,0.94630107
-1.6,0.05479929,0.94520071
-1.59,0.05591740,0.94408260
-1.58,0.05705343,0.94294657
-1.57,0.05820756,0.94179244
-1.56,0.05937994,0.94062006
-1.55,0.06057076,0.93942924
-1.54,0.06178018,0.93821982
-1.53,0.06300836,0.93699164
-1.52,0.06425549,0.93574451
-1.51,0.06552171,0.93447829
-1.5,0.06680720,0.93319280
-1.49,0.06811212,0.93188788
-1.48,0.06943662,0.93056338
-1.47,0.07078088,0.92921912
-1.46,0.07214504,0.92785496
-1.45,0.07352926,0.92647074
-1.44,0.07493370,0.92506630
-1.43,0.07635851,0.92364149
-1.42,0.07780384,0.92219616
-1.41,0.07926984,0.92073016
-1.4,0.08075666,0.91924334
-1.39,0.08226444,0.91773556
-1.38,0.08379332,0.91620668
-1.37,0.08534345,0.91465655
-1.36,0.08691496,0.91308504
-1.35,0.08850799,0.91149201
-1.34,0.09012267,0.90987733
-1.33,0.09175914,0.90824086
-1.32,0.09341751,0.90658249
-1.31,0.09509792,0.90490208
-1.3,0.09680048,0.90319952
-1.29,0.09852533,0.90147467
-1.28,0.10027257,0.89972743
-1.27,0.10204232,0.89795768
-1.26,0.10383468,0.89616532
-1.25,0.10564977,0.89435023
-1.24,0.10748770,0.89251230
-1.23,0.10934855,0.89065145
-1.22,0.11123244,0.88876756
-1.21,0.11313945,0.88686055
-1.2,0.11506967,0.88493033
-1.19,0.11702320,0.88297680
-1.18,0.11900011,0.88099989
-1.17,0.12100048,0.87899952
-1.16,0.12302440,0.87697560
-1.15,0.12507194,0.87492806
-1.14,0.12714315,0.87285685
-1.13,0.12923811,0.87076189
-1.12,0.13135688,0.86864312
-1.11,0.13349951,0.86650049
-1.1,0.13566606,0.86433394
-1.09,0.13785657,0.86214343
-1.08,0.14007109,0.85992891
-1.07,0.14230965,0.85769035
-1.06,0.14457230,0.85542770
-1.05,0.14685906,0.85314094
-1.04,0.14916995,0.85083005
-1.03,0.15150500,0.84849500
-1.02,0.15386423,0.84613577
-1.01,0.15624765,0.84375235
-1,0.15865525,0.84134475
-0.99,0.16108706,0.83891294
-0.98,0.16354306,0.83645694
-0.97,0.16602325,0.83397675
-0.96,0.16852761,0.83147239
-0.95,0.17105613,0.82894387
-0.94,0.17360878,0.82639122
-0.93,0.17618554,0.82381446
-0.92,0.17878638,0.82121362
-0.91,0.18141125,0.81858875
-0.9,0.18406013,0.81593987
-0.89,0.18673294,0.81326706
-0.88,0.18942965,0.81057035
-0.87,0.19215020,0.80784980
-0.86,0.19489452,0.80510548
-0.85,0.19766254,0.80233746
-0.84,0.20045419,0.79954581
-0.83,0.20326939,0.79673061
-0.82,0.20610805,0.79389195
-0.81,0.20897009,0.79102991
-0.8,0.21185540,0.78814460
-0.79,0.21476388,0.78523612
-0.78,0.21769544,0.78230456
-0.77,0.22064995,0.77935005
-0.76,0.22362729,0.77637271
-0.75,0.22662735,0.77337265
-0.74,0.22965000,0.77035000
-0.73,0.23269509,0.76730491
-0.72,0.23576250,0.76423750
-0.71,0.23885207,0.76114793
-0.7,0.24196365,0.75803635
-0.69,0.24509709,0.75490291
-0.68,0.24825223,0.75174777
-0.67,0.25142890,0.74857110
-0.66,0.25462691,0.74537309
-0.65,0.25784611,0.74215389
-0.64,0.26108630,0.73891370
-0.63,0.26434729,0.73565271
-0.62,0.26762889,0.73237111
-0.61,0.27093090,0.72906910
-0.6,0.27425312,0.72574688
-0.59,0.27759532,0.72240468
-0.58,0.28095731,0.71904269
-0.57,0.28433885,0.71566115
-0.56,0.28773972,0.71226028
-0.55,0.29115969,0.70884031
-0.54,0.29459852,0.70540148
-0.53,0.29805597,0.70194403
-0.52,0.30153179,0.69846821
-0.51,0.30502573,0.69497427
-0.5,0.30853754,0.69146246
-0.49,0.31206695,0.68793305
-0.48,0.31561370,0.68438630
-0.47,0.31917751,0.68082249
-0.46,0.32275811,0.67724189
-0.45,0.32635522,0.67364478
-0.44,0.32996855,0.67003145
-0.43,0.33359782,0.66640218
-0.42,0.33724273,0.66275727
-0.41,0.34090297,0.65909703
-0.4,0.34457826,0.65542174
-0.39,0.34826827,0.65173173
-0.38,0.35197271,0.64802729
